Environment,Abiotic.stress,Year,Plot,Genotype,Block,Replication,Row,Column,Line.type,Days.to.flowering,Height,GYKGPHA
Non.stress.trial,Drought,2019,109,334,2,2,2,82,check,97,94.3,4634.7
Non.stress.trial,Drought,2019,267,334,3,3,3,77,check,102,98.3,4173.1
Non.stress.trial,Drought,2019,372,334,4,4,4,9,check,100,95.7,5034.2
Non.stress.trial,Drought,2019,20,335,1,1,1,20,check,102,102.7,4940.9
Non.stress.trial,Drought,2019,164,335,2,2,2,27,check,100,94.7,5144.6
Non.stress.trial,Drought,2019,243,335,3,3,3,53,check,101,94,5652.4
Non.stress.trial,Drought,2019,298,335,4,4,4,83,check,100,88,6071.9
Non.stress.trial,Drought,2019,45,336,1,1,1,45,check,93,94.3,5051.3
Non.stress.trial,Drought,2019,167,336,2,2,2,24,check,89,99.3,4725.1
Non.stress.trial,Drought,2019,282,336,3,3,3,92,check,91,112.3,4725.1
Non.stress.trial,Drought,2019,326,336,4,4,4,55,check,93,101,5726.2
Non.stress.trial,Drought,2019,79,337,1,1,1,79,check,92,127.3,4835.5
Non.stress.trial,Drought,2019,162,337,2,2,2,29,check,91,120.7,6138.2
Non.stress.trial,Drought,2019,254,337,3,3,3,64,check,86,135.3,5012.1
Non.stress.trial,Drought,2019,309,337,4,4,4,72,check,92,143.7,5652.4
Non.stress.trial,Drought,2019,76,338,1,1,1,76,check,88,94.3,5829.1
Non.stress.trial,Drought,2019,119,338,2,2,2,72,check,90,104.3,5895.3
Non.stress.trial,Drought,2019,270,338,3,3,3,80,check,92,104.7,5564.1
Non.stress.trial,Drought,2019,336,338,4,4,4,45,check,92,100.7,5022.1
Non.stress.trial,Drought,2019,13,339,1,1,1,13,check,94,110.3,4909.6
Non.stress.trial,Drought,2019,188,339,2,2,2,3,check,92,106,5740.7
Non.stress.trial,Drought,2019,230,339,3,3,3,40,check,86,111.3,5520
Non.stress.trial,Drought,2019,304,339,4,4,4,77,check,90,100,4990
Non.stress.trial,Drought,2019,93,340,1,1,1,93,check,99,88.3,5652.4
Non.stress.trial,Drought,2019,177,340,2,2,2,14,check,103,90,5534.5
Non.stress.trial,Drought,2019,262,340,3,3,3,72,check,97,91.3,5895.3
Non.stress.trial,Drought,2019,351,340,4,4,4,30,check,99,90.7,5528.3
Non.stress.trial,Drought,2019,64,341,1,1,1,64,check,99,42,5274.2
Non.stress.trial,Drought,2019,170,341,2,2,2,21,check,99,99,6192.8
Non.stress.trial,Drought,2019,255,341,3,3,3,65,check,103,93,5608.3
Non.stress.trial,Drought,2019,325,341,4,4,4,56,check,98,113.7,5217.9
Non.stress.trial,Drought,2019,90,342,1,1,1,90,check,84,97.3,5063.8
Non.stress.trial,Drought,2019,103,342,2,2,2,88,check,89,97.7,6196.9
Non.stress.trial,Drought,2019,201,342,3,3,3,11,check,89,106.7,5769.9
Non.stress.trial,Drought,2019,349,342,4,4,4,32,check,85,105.3,5549.1
Non.stress.trial,Drought,2019,75,343,1,1,1,75,check,84,115,6686.4
Non.stress.trial,Drought,2019,104,343,2,2,2,87,check,82,107.3,6342.7
Non.stress.trial,Drought,2019,246,343,3,3,3,56,check,87,109.7,6367.7
Non.stress.trial,Drought,2019,348,343,4,4,4,33,check,85,104,5792.8
Non.stress.trial,Drought,2019,35,344,1,1,1,35,check,89,106,6071.9
Non.stress.trial,Drought,2019,100,344,2,2,2,91,check,92,107.3,4725.1
Non.stress.trial,Drought,2019,236,344,3,3,3,46,check,92,104,6822.7
Non.stress.trial,Drought,2019,355,344,4,4,4,26,check,85,105.7,6182.3
Stress.trial,Drought,2019,177,1,2,1,2,14,entry,100,90.7,850
Stress.trial,Drought,2019,67,2,1,1,1,67,entry,87,92,1800
Stress.trial,Drought,2019,176,3,2,1,2,15,entry,80,116,3830
Stress.trial,Drought,2019,146,4,2,1,2,45,entry,82,114.3,3310
Stress.trial,Drought,2019,17,5,1,1,1,17,entry,89,110.7,2150
Stress.trial,Drought,2019,155,6,2,1,2,36,entry,82,136.5,5000
Stress.trial,Drought,2019,111,7,2,1,2,80,entry,83,132.3,3030
Stress.trial,Drought,2019,251,8,3,1,3,61,entry,72,90.7,2970
Stress.trial,Drought,2019,343,9,4,1,4,38,entry,76,120.3,2640
Stress.trial,Drought,2019,20,10,1,1,1,20,entry,99,91.5,1780
Stress.trial,Drought,2019,46,11,1,1,1,46,entry,78,130.7,2660
Stress.trial,Drought,2019,349,12,4,1,4,32,entry,61,145.3,2620
Stress.trial,Drought,2019,22,13,1,1,1,22,entry,89,107.7,2830
Stress.trial,Drought,2019,358,14,4,1,4,23,entry,81,118,1270
Stress.trial,Drought,2019,195,15,3,1,3,5,entry,77,109,3910
Stress.trial,Drought,2019,18,16,1,1,1,18,entry,88,117.3,2750
Stress.trial,Drought,2019,316,17,4,1,4,65,entry,87,108,1850
Stress.trial,Drought,2019,130,18,2,1,2,61,entry,92,95.3,2720
Stress.trial,Drought,2019,158,19,2,1,2,33,entry,93,75,1400
Stress.trial,Drought,2019,341,20,4,1,4,40,entry,61,94.7,2080
Stress.trial,Drought,2019,350,21,4,1,4,31,entry,75,127.3,1990
Stress.trial,Drought,2019,236,22,3,1,3,46,entry,67,95,2990
Stress.trial,Drought,2019,339,23,4,1,4,42,entry,73,85.3,670
Stress.trial,Drought,2019,105,24,2,1,2,86,entry,86,118,2550
Stress.trial,Drought,2019,118,25,2,1,2,73,entry,94,115,2170
Stress.trial,Drought,2019,102,26,2,1,2,89,entry,83,98.3,3310
Stress.trial,Drought,2019,76,27,1,1,1,76,entry,84,86.3,2510
Stress.trial,Drought,2019,332,28,4,1,4,49,entry,93,70,1120
Stress.trial,Drought,2019,25,29,1,1,1,25,entry,90,105.7,1780
Stress.trial,Drought,2019,180,30,2,1,2,11,entry,90,100.7,1080
Stress.trial,Drought,2019,270,31,3,1,3,80,entry,84,59.3,1370
Stress.trial,Drought,2019,185,32,2,1,2,6,entry,77,94.7,2590
Stress.trial,Drought,2019,229,33,3,1,3,39,entry,76,90,1750
Stress.trial,Drought,2019,361,34,4,1,4,20,entry,53,100.3,1980
Stress.trial,Drought,2019,30,35,1,1,1,30,entry,86,108,2700
Stress.trial,Drought,2019,117,36,2,1,2,74,entry,90,101.3,1840
Stress.trial,Drought,2019,275,37,3,1,3,85,entry,81,95.3,2840
Stress.trial,Drought,2019,262,38,3,1,3,72,entry,83,95.7,2710
Stress.trial,Drought,2019,376,39,4,1,4,5,entry,56,89.7,1080
Stress.trial,Drought,2019,235,40,3,1,3,45,entry,78,105,2450
Stress.trial,Drought,2019,95,41,1,1,1,95,entry,81,106,2630
Stress.trial,Drought,2019,308,42,4,1,4,73,entry,75,127.8,2600
Stress.trial,Drought,2019,128,43,2,1,2,63,entry,91,106.7,1980
Stress.trial,Drought,2019,250,44,3,1,3,60,entry,98,101.8,2030
Stress.trial,Drought,2019,371,45,4,1,4,10,entry,48,125.7,1580
Stress.trial,Drought,2019,362,46,4,1,4,19,entry,54,101.3,1380
Stress.trial,Drought,2019,169,47,2,1,2,22,entry,80,94,1810
Stress.trial,Drought,2019,220,48,3,1,3,30,entry,66,91.9,1520
Stress.trial,Drought,2019,237,49,3,1,3,47,entry,83,84,2190
Stress.trial,Drought,2019,91,50,1,1,1,91,entry,77,103.7,3540
Stress.trial,Drought,2019,156,51,2,1,2,35,entry,82,101.3,1320
Stress.trial,Drought,2019,223,52,3,1,3,33,entry,72,90,2120
Stress.trial,Drought,2019,19,53,1,1,1,19,entry,88,90,1810
Stress.trial,Drought,2019,142,54,2,1,2,49,entry,82,101.3,2780
Stress.trial,Drought,2019,31,55,1,1,1,31,entry,82,98,3590
Stress.trial,Drought,2019,28,56,1,1,1,28,entry,85,102,2670
Stress.trial,Drought,2019,205,57,3,1,3,15,entry,84,99.7,1670
Stress.trial,Drought,2019,281,58,3,1,3,91,entry,86,98.3,2200
Stress.trial,Drought,2019,49,59,1,1,1,49,entry,79,106.3,2130
Stress.trial,Drought,2019,24,60,1,1,1,24,entry,92,120.7,3320
Stress.trial,Drought,2019,207,61,3,1,3,17,entry,79,113.7,2900
Stress.trial,Drought,2019,119,62,2,1,2,72,entry,99,70,1750
Stress.trial,Drought,2019,214,63,3,1,3,24,entry,104,94.8,1600
Stress.trial,Drought,2019,181,64,2,1,2,10,entry,90,121,3470
Stress.trial,Drought,2019,228,65,3,1,3,38,entry,114,112.2,1760
Stress.trial,Drought,2019,47,66,1,1,1,47,entry,109,117.2,1080
Stress.trial,Drought,2019,81,67,1,1,1,81,entry,109,86,1600
Stress.trial,Drought,2019,160,68,2,1,2,31,entry,115,85.5,330
Stress.trial,Drought,2019,212,69,3,1,3,22,entry,100,103.8,430
Stress.trial,Drought,2019,246,70,3,1,3,56,entry,105,88,1070
Stress.trial,Drought,2019,5,71,1,1,1,5,entry,100,136.3,2410
Stress.trial,Drought,2019,317,72,4,1,4,64,entry,107,105.7,1120
Stress.trial,Drought,2019,299,73,4,1,4,82,entry,105,92.5,890
Stress.trial,Drought,2019,269,74,3,1,3,79,entry,105,92.7,1310
Stress.trial,Drought,2019,360,75,4,1,4,21,entry,109,86.7,480
Stress.trial,Drought,2019,175,76,2,1,2,16,entry,107,99.7,1620
Stress.trial,Drought,2019,291,77,4,1,4,90,entry,98,120.8,2690
Stress.trial,Drought,2019,333,78,4,1,4,48,entry,109,73.7,1300
Stress.trial,Drought,2019,295,79,4,1,4,86,entry,97,103.3,2660
Stress.trial,Drought,2019,211,80,3,1,3,21,entry,98,93.3,1350
Stress.trial,Drought,2019,189,81,2,1,2,2,entry,94,98.7,2410
Stress.trial,Drought,2019,322,82,4,1,4,59,entry,91,136.7,2440
Stress.trial,Drought,2019,241,83,3,1,3,51,entry,111,92.8,950
Stress.trial,Drought,2019,192,84,3,1,3,2,entry,91,100.3,2050
Stress.trial,Drought,2019,287,85,4,1,4,94,entry,97,113.7,2660
Stress.trial,Drought,2019,113,86,2,1,2,78,entry,94,99.3,2650
Stress.trial,Drought,2019,297,87,4,1,4,84,entry,98,103,2270
Stress.trial,Drought,2019,109,88,2,1,2,82,entry,93,100.3,2420
Stress.trial,Drought,2019,190,89,2,1,2,1,entry,98,100.3,2130
Stress.trial,Drought,2019,326,90,4,1,4,55,entry,95,95,1630
Stress.trial,Drought,2019,337,91,4,1,4,44,entry,113,97.2,900
Stress.trial,Drought,2019,159,92,2,1,2,32,entry,113,85.3,1400
Stress.trial,Drought,2019,59,93,1,1,1,59,entry,98,101,1290
Stress.trial,Drought,2019,234,94,3,1,3,44,entry,98,115,1950
Stress.trial,Drought,2019,186,95,2,1,2,5,entry,98,111.3,1150
Stress.trial,Drought,2019,126,96,2,1,2,65,entry,97,123.5,2050
Stress.trial,Drought,2019,303,97,4,1,4,78,entry,105,102.3,2670
Stress.trial,Drought,2019,13,98,1,1,1,13,entry,91,112.3,1850
Stress.trial,Drought,2019,227,99,3,1,3,37,entry,102,98.7,1570
Stress.trial,Drought,2019,152,100,2,1,2,39,entry,98,100.3,1970
Stress.trial,Drought,2019,331,101,4,1,4,50,entry,98,103.3,1740
Stress.trial,Drought,2019,280,102,3,1,3,90,entry,98,99,950
Stress.trial,Drought,2019,206,103,3,1,3,16,entry,98,144.3,1750
Stress.trial,Drought,2019,248,104,3,1,3,58,entry,98,92.5,1890
Stress.trial,Drought,2019,296,105,4,1,4,85,entry,98,112.8,2120
Stress.trial,Drought,2019,265,106,3,1,3,75,entry,98,89,1560
Stress.trial,Drought,2019,260,107,3,1,3,70,entry,98,92.5,1210
Stress.trial,Drought,2019,41,108,1,1,1,41,entry,113,105.7,890
Stress.trial,Drought,2019,110,109,2,1,2,81,entry,89,113,2380
Stress.trial,Drought,2019,266,110,3,1,3,76,entry,98,100.7,1180
Stress.trial,Drought,2019,313,111,4,1,4,68,entry,79,120,1930
Stress.trial,Drought,2019,154,112,2,1,2,37,entry,88,88.3,2650
Stress.trial,Drought,2019,164,113,2,1,2,27,entry,87,109.3,2700
Stress.trial,Drought,2019,66,114,1,1,1,66,entry,94,97.3,1730
Stress.trial,Drought,2019,71,115,1,1,1,71,entry,98,103.7,1800
Stress.trial,Drought,2019,170,116,2,1,2,21,entry,88,88,1180
Stress.trial,Drought,2019,367,117,4,1,4,14,entry,113,96.2,750
Stress.trial,Drought,2019,279,118,3,1,3,89,entry,90,81.2,1520
Stress.trial,Drought,2019,125,119,2,1,2,66,entry,91,105,2680
Stress.trial,Drought,2019,97,120,2,1,2,94,entry,97,82.3,2730
Stress.trial,Drought,2019,38,121,1,1,1,38,entry,93,100.7,2530
Stress.trial,Drought,2019,116,122,2,1,2,75,entry,94,99,2700
Stress.trial,Drought,2019,16,123,1,1,1,16,entry,92,88.2,980
Stress.trial,Drought,2019,51,124,1,1,1,51,entry,97,104.3,2150
Stress.trial,Drought,2019,292,125,4,1,4,89,entry,100,113.7,2620
Stress.trial,Drought,2019,254,126,3,1,3,64,entry,73,74.1,3100
Stress.trial,Drought,2019,306,127,4,1,4,75,entry,93,100.3,1790
Stress.trial,Drought,2019,239,128,3,1,3,49,entry,93,91,340
Stress.trial,Drought,2019,99,129,2,1,2,92,entry,91,92.3,1450
Stress.trial,Drought,2019,340,130,4,1,4,41,entry,85,86.7,890
Stress.trial,Drought,2019,348,131,4,1,4,33,entry,95,104.3,1940
Stress.trial,Drought,2019,370,132,4,1,4,11,entry,85,99,1880
Stress.trial,Drought,2019,10,133,1,1,1,10,entry,100,90.8,1270
Stress.trial,Drought,2019,134,134,2,1,2,57,entry,91,105,3150
Stress.trial,Drought,2019,373,135,4,1,4,8,entry,94,94.3,2120
Stress.trial,Drought,2019,50,136,1,1,1,50,entry,81,100.7,2160
Stress.trial,Drought,2019,2,137,1,1,1,2,entry,99,76.7,3120
Stress.trial,Drought,2019,52,138,1,1,1,52,entry,92,116.3,2390
Stress.trial,Drought,2019,354,139,4,1,4,27,entry,92,101.3,2230
Stress.trial,Drought,2019,200,140,3,1,3,10,entry,93,88.7,1250
Stress.trial,Drought,2019,267,141,3,1,3,77,entry,98,86.8,1730
Stress.trial,Drought,2019,70,142,1,1,1,70,entry,90,88.3,1360
Stress.trial,Drought,2019,307,143,4,1,4,74,entry,90,103.3,2070
Stress.trial,Drought,2019,330,144,4,1,4,51,entry,81,92.8,1470
Stress.trial,Drought,2019,221,145,3,1,3,31,entry,98,90.7,1280
Stress.trial,Drought,2019,278,146,3,1,3,88,entry,98,93.3,1470
Stress.trial,Drought,2019,268,147,3,1,3,78,entry,86,92.3,1520
Stress.trial,Drought,2019,351,148,4,1,4,30,entry,91,123,2860
Stress.trial,Drought,2019,309,149,4,1,4,72,entry,77,122.7,2890
Stress.trial,Drought,2019,9,150,1,1,1,9,entry,97,123.2,2170
Stress.trial,Drought,2019,346,151,4,1,4,35,entry,91,86.7,440
Stress.trial,Drought,2019,353,152,4,1,4,28,entry,98,99.3,1860
Stress.trial,Drought,2019,352,153,4,1,4,29,entry,91,95.7,2370
Stress.trial,Drought,2019,249,154,3,1,3,59,entry,105,80,2240
Stress.trial,Drought,2019,163,155,2,1,2,28,entry,91,106,3510
Stress.trial,Drought,2019,53,156,1,1,1,53,entry,96,107.3,2570
Stress.trial,Drought,2019,257,157,3,1,3,67,entry,86,99.8,3400
Stress.trial,Drought,2019,74,158,1,1,1,74,entry,93,119.5,2670
Stress.trial,Drought,2019,39,159,1,1,1,39,entry,96,93.3,2440
Stress.trial,Drought,2019,319,160,4,1,4,62,entry,98,86.2,870
Stress.trial,Drought,2019,320,161,4,1,4,61,entry,91,80,460
Stress.trial,Drought,2019,165,162,2,1,2,26,entry,90,98,2230
Stress.trial,Drought,2019,377,163,4,1,4,4,entry,82,90.5,1140
Stress.trial,Drought,2019,87,164,1,1,1,87,entry,98,93.3,1730
Stress.trial,Drought,2019,247,165,3,1,3,57,entry,98,81.5,1360
Stress.trial,Drought,2019,171,166,2,1,2,20,entry,91,115.3,1570
Stress.trial,Drought,2019,172,167,2,1,2,19,entry,91,111.7,2010
Stress.trial,Drought,2019,238,168,3,1,3,48,entry,88,86.3,1500
Stress.trial,Drought,2019,129,169,2,1,2,62,entry,97,102.8,3020
Stress.trial,Drought,2019,196,170,3,1,3,6,entry,89,112.3,2520
Stress.trial,Drought,2019,131,171,2,1,2,60,entry,97,100.3,2620
Stress.trial,Drought,2019,219,172,3,1,3,29,entry,71,83.7,1250
Stress.trial,Drought,2019,233,173,3,1,3,43,entry,98,105.7,1750
Stress.trial,Drought,2019,161,174,2,1,2,30,entry,94,109.3,2390
Stress.trial,Drought,2019,37,175,1,1,1,37,entry,96,100.8,1090
Stress.trial,Drought,2019,82,176,1,1,1,82,entry,96,104,1860
Stress.trial,Drought,2019,98,177,2,1,2,93,entry,91,96.3,1540
Stress.trial,Drought,2019,48,178,1,1,1,48,entry,96,83.8,1710
Stress.trial,Drought,2019,198,179,3,1,3,8,entry,97,89.6,1360
Stress.trial,Drought,2019,120,180,2,1,2,71,entry,90,98.7,1840
Stress.trial,Drought,2019,193,181,3,1,3,3,entry,89,99.5,1820
Stress.trial,Drought,2019,57,182,1,1,1,57,entry,92,87.7,1970
Stress.trial,Drought,2019,3,183,1,1,1,3,entry,81,88,2390
Stress.trial,Drought,2019,272,184,3,1,3,82,entry,86,96.3,2410
Stress.trial,Drought,2019,14,185,1,1,1,14,entry,95,101.3,2420
Stress.trial,Drought,2019,178,186,2,1,2,13,entry,92,88.3,1660
Stress.trial,Drought,2019,230,187,3,1,3,40,entry,71,98,2440
Stress.trial,Drought,2019,75,188,1,1,1,75,entry,86,98,2120
Stress.trial,Drought,2019,318,189,4,1,4,63,entry,91,98.7,1760
Stress.trial,Drought,2019,58,190,1,1,1,58,entry,92,100,2210
Stress.trial,Drought,2019,43,191,1,1,1,43,entry,86,103.3,2230
Stress.trial,Drought,2019,137,192,2,1,2,54,entry,90,110.7,1710
Stress.trial,Drought,2019,68,193,1,1,1,68,entry,91,97.7,1160
Stress.trial,Drought,2019,225,194,3,1,3,35,entry,98,88.7,890
Stress.trial,Drought,2019,215,195,3,1,3,25,entry,89,111.5,2540
Stress.trial,Drought,2019,245,196,3,1,3,55,entry,98,97.7,2590
Stress.trial,Drought,2019,201,197,3,1,3,11,entry,95,93.7,2000
Stress.trial,Drought,2019,336,198,4,1,4,45,entry,78,97.3,2550
Stress.trial,Drought,2019,122,199,2,1,2,69,entry,91,102,2760
Stress.trial,Drought,2019,145,200,2,1,2,46,entry,99,110.3,2150
Stress.trial,Drought,2019,222,201,3,1,3,32,entry,94,99.3,1620
Stress.trial,Drought,2019,224,202,3,1,3,34,entry,98,82.3,1700
Stress.trial,Drought,2019,1,203,1,1,1,1,entry,97,99.3,2260
Stress.trial,Drought,2019,101,204,2,1,2,90,entry,91,96.7,2470
Stress.trial,Drought,2019,293,205,4,1,4,88,entry,100,107.2,2310
Stress.trial,Drought,2019,135,206,2,1,2,56,entry,89,115,2180
Stress.trial,Drought,2019,153,207,2,1,2,38,entry,93,114.7,2400
Stress.trial,Drought,2019,263,208,3,1,3,73,entry,94,88,1890
Stress.trial,Drought,2019,115,209,2,1,2,76,entry,90,128.3,3630
Stress.trial,Drought,2019,133,210,2,1,2,58,entry,97,88.7,2710
Stress.trial,Drought,2019,12,211,1,1,1,12,entry,91,121.7,2340
Stress.trial,Drought,2019,305,212,4,1,4,76,entry,94,117.2,1790
Stress.trial,Drought,2019,288,213,4,1,4,93,entry,74,97.5,790
Stress.trial,Drought,2019,310,214,4,1,4,71,entry,81,96.3,2240
Stress.trial,Drought,2019,324,215,4,1,4,57,entry,77,84,1020
Stress.trial,Drought,2019,335,216,4,1,4,46,entry,80,98.5,1710
Stress.trial,Drought,2019,258,217,3,1,3,68,entry,94,84.3,940
Stress.trial,Drought,2019,148,218,2,1,2,43,entry,94,79.3,1850
Stress.trial,Drought,2019,209,219,3,1,3,19,entry,97,87.3,2030
Stress.trial,Drought,2019,188,220,2,1,2,3,entry,94,105.7,2230
Stress.trial,Drought,2019,32,221,1,1,1,32,entry,94,170.7,2020
Stress.trial,Drought,2019,347,222,4,1,4,34,entry,84,122.3,1360
Stress.trial,Drought,2019,54,223,1,1,1,54,entry,87,103.3,1460
Stress.trial,Drought,2019,55,224,1,1,1,55,entry,91,88,1130
Stress.trial,Drought,2019,90,225,1,1,1,90,entry,91,129,2400
Stress.trial,Drought,2019,380,226,4,1,4,1,entry,75,83,340
Stress.trial,Drought,2019,372,227,4,1,4,9,entry,92,83.3,2130
Stress.trial,Drought,2019,23,228,1,1,1,23,entry,102,86,1990
Stress.trial,Drought,2019,94,229,1,1,1,94,entry,94,121.3,2070
Stress.trial,Drought,2019,150,230,2,1,2,41,entry,92,101.3,2950
Stress.trial,Drought,2019,285,231,3,1,3,95,entry,98,107.3,1780
Stress.trial,Drought,2019,77,232,1,1,1,77,entry,94,91.2,1400
Stress.trial,Drought,2019,342,233,4,1,4,39,entry,57,90.7,1560
Stress.trial,Drought,2019,242,234,3,1,3,52,entry,96,104.5,2000
Stress.trial,Drought,2019,34,235,1,1,1,34,entry,94,107.7,3090
Stress.trial,Drought,2019,127,236,2,1,2,64,entry,92,96.5,2410
Stress.trial,Drought,2019,357,237,4,1,4,24,entry,98,106.3,2260
Stress.trial,Drought,2019,15,238,1,1,1,15,entry,89,90.3,1810
Stress.trial,Drought,2019,243,239,3,1,3,53,entry,96,88.3,2700
Stress.trial,Drought,2019,166,240,2,1,2,25,entry,83,87.7,1340
Stress.trial,Drought,2019,40,241,1,1,1,40,entry,109,96,1990
Stress.trial,Drought,2019,104,242,2,1,2,87,entry,99,81.7,1700
Stress.trial,Drought,2019,286,243,4,1,4,95,entry,98,106.3,1720
Stress.trial,Drought,2019,62,244,1,1,1,62,entry,111,88.2,1170
Stress.trial,Drought,2019,21,245,1,1,1,21,entry,87,91.7,2270
Stress.trial,Drought,2019,368,246,4,1,4,13,entry,108,85.8,1540
Stress.trial,Drought,2019,35,247,1,1,1,35,entry,86,98,2280
Stress.trial,Drought,2019,226,248,3,1,3,36,entry,109,79.5,990
Stress.trial,Drought,2019,274,249,3,1,3,84,entry,98,95.3,2490
Stress.trial,Drought,2019,366,250,4,1,4,15,entry,126,84.5,1680
Stress.trial,Drought,2019,202,251,3,1,3,12,entry,129,117.2,440
Stress.trial,Drought,2019,369,252,4,1,4,12,entry,109,92.2,2610
Stress.trial,Drought,2019,103,253,2,1,2,88,entry,86,118.7,2630
Stress.trial,Drought,2019,11,254,1,1,1,11,entry,90,95,1480
Stress.trial,Drought,2019,374,255,4,1,4,7,entry,82,97,530
Stress.trial,Drought,2019,338,256,4,1,4,43,entry,81,81,800
Stress.trial,Drought,2019,240,257,3,1,3,50,entry,87,94,1000
Stress.trial,Drought,2019,301,258,4,1,4,80,entry,94,85.7,1140
Stress.trial,Drought,2019,252,259,3,1,3,62,entry,86,94,1760
Stress.trial,Drought,2019,26,260,1,1,1,26,entry,94,93.7,1660
Stress.trial,Drought,2019,355,261,4,1,4,26,entry,81,107.7,2190
Stress.trial,Drought,2019,157,262,2,1,2,34,entry,82,98,2220
Stress.trial,Drought,2019,187,263,2,1,2,4,entry,94,105.3,1390
Stress.trial,Drought,2019,78,264,1,1,1,78,entry,87,89,2830
Stress.trial,Drought,2019,379,265,4,1,4,2,entry,82,85.7,1140
Stress.trial,Drought,2019,61,266,1,1,1,61,entry,89,96.7,3070
Stress.trial,Drought,2019,45,267,1,1,1,45,entry,92,109.3,1850
Stress.trial,Drought,2019,256,268,3,1,3,66,entry,98,102.7,2990
Stress.trial,Drought,2019,79,269,1,1,1,79,entry,88,87,930
Stress.trial,Drought,2019,88,270,1,1,1,88,entry,90,106.3,2000
Stress.trial,Drought,2019,167,271,2,1,2,24,entry,85,92.3,1750
Stress.trial,Drought,2019,304,272,4,1,4,77,entry,75,90.5,1680
Stress.trial,Drought,2019,44,273,1,1,1,44,entry,82,90.7,2370
Stress.trial,Drought,2019,182,274,2,1,2,9,entry,86,107.3,3380
Stress.trial,Drought,2019,139,275,2,1,2,52,entry,86,86.3,980
Stress.trial,Drought,2019,136,276,2,1,2,55,entry,80,92.7,2020
Stress.trial,Drought,2019,73,277,1,1,1,73,entry,83,106.3,3440
Stress.trial,Drought,2019,300,278,4,1,4,81,entry,65,90,1970
Stress.trial,Drought,2019,100,279,2,1,2,91,entry,86,94.7,1870
Stress.trial,Drought,2019,264,280,3,1,3,74,entry,91,93.7,2420
Stress.trial,Drought,2019,314,281,4,1,4,67,entry,97,83.3,2140
Stress.trial,Drought,2019,143,282,2,1,2,48,entry,90,103,2460
Stress.trial,Drought,2019,141,283,2,1,2,50,entry,77,93.3,2470
Stress.trial,Drought,2019,69,284,1,1,1,69,entry,76,110,2200
Stress.trial,Drought,2019,112,285,2,1,2,79,entry,81,121,3280
Stress.trial,Drought,2019,271,286,3,1,3,81,entry,71,126.7,3050
Stress.trial,Drought,2019,253,287,3,1,3,63,entry,66,123.7,2680
Stress.trial,Drought,2019,106,288,2,1,2,85,entry,115,135.2,100
Stress.trial,Drought,2019,363,289,4,1,4,18,entry,113,119.7,1250
Stress.trial,Drought,2019,315,290,4,1,4,66,entry,111,90.2,1750
Stress.trial,Drought,2019,203,291,3,1,3,13,entry,120,100,710
Stress.trial,Drought,2019,4,292,1,1,1,4,entry,93,132.7,3290
Stress.trial,Drought,2019,359,293,4,1,4,22,entry,128,115.7,750
Stress.trial,Drought,2019,329,294,4,1,4,52,entry,126,101.2,1100
Stress.trial,Drought,2019,218,295,3,1,3,28,entry,126,104.5,1750
Stress.trial,Drought,2019,364,296,4,1,4,17,entry,126,120.3,1100
Stress.trial,Drought,2019,168,297,2,1,2,23,entry,115,100,280
Stress.trial,Drought,2019,114,298,2,1,2,77,entry,80,125,4815
Stress.trial,Drought,2019,210,299,3,1,3,20,entry,72,121.7,4180
Stress.trial,Drought,2019,244,300,3,1,3,54,entry,98,88.3,1890
Stress.trial,Drought,2019,29,301,1,1,1,29,entry,83,118.7,2690
Stress.trial,Drought,2019,344,302,4,1,4,37,entry,84,98.7,900
Stress.trial,Drought,2019,65,303,1,1,1,65,entry,107,92.8,2380
Stress.trial,Drought,2019,199,304,3,1,3,9,entry,98,77.3,470
Stress.trial,Drought,2019,327,305,4,1,4,54,entry,98,73.7,630
Stress.trial,Drought,2019,283,306,3,1,3,93,entry,90,93,1770
Stress.trial,Drought,2019,312,307,4,1,4,69,entry,81,82.5,1380
Stress.trial,Drought,2019,108,308,2,1,2,83,entry,96,109.7,3570
Stress.trial,Drought,2019,356,309,4,1,4,25,entry,96,83,3115
Stress.trial,Drought,2019,173,310,2,1,2,18,entry,84,96.7,1990
Stress.trial,Drought,2019,6,311,1,1,1,6,entry,83,111,2930
Stress.trial,Drought,2019,289,312,4,1,4,92,entry,66,87.7,3060
Stress.trial,Drought,2019,208,313,3,1,3,18,entry,98,83.3,1610
Stress.trial,Drought,2019,184,314,2,1,2,7,entry,93,101,2190
Stress.trial,Drought,2019,191,315,3,1,3,1,entry,90,112.3,2970
Stress.trial,Drought,2019,124,316,2,1,2,67,entry,91,92.7,350
Stress.trial,Drought,2019,64,317,1,1,1,64,entry,77,91.3,2510
Stress.trial,Drought,2019,302,318,4,1,4,79,entry,98,107,1320
Stress.trial,Drought,2019,282,319,3,1,3,92,entry,87,94.3,2020
Stress.trial,Drought,2019,321,320,4,1,4,60,entry,77,102,1160
Stress.trial,Drought,2019,197,321,3,1,3,7,entry,85,94.5,2310
Stress.trial,Drought,2019,151,322,2,1,2,40,entry,89,100.3,1480
Stress.trial,Drought,2019,179,323,2,1,2,12,entry,92,101.5,1110
Stress.trial,Drought,2019,83,324,1,1,1,83,entry,112,102.5,470
Stress.trial,Drought,2019,261,325,3,1,3,71,entry,119,68.5,440
Stress.trial,Drought,2019,92,326,1,1,1,92,entry,105,108.5,2080
